Driver / Operator Type,Incident Time (24:00),Lighting,Roadway Type,Posted Speed Limit (MPH),State,Weather - Clear,Weather - Rain,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Severe Wind,Roadway Surface,Roadway Description,SV Pre-Crash Movement,CP Pre-Crash Movement,SV Precrash Speed (MPH),Crash With,SV Contact Area - Front,SV Contact Area - Rear,SV Contact Area - Left,SV Contact Area - Right,SV Contact Area - Front Left,SV Contact Area - Front Right,SV Contact Area - Rear Left,SV Contact Area - Rear Right,SV Were All Passengers Belted?,CP Any Air Bags Deployed?,SV Any Air Bags Deployed?,Automation System Engaged?,ADS Equipped?,Make,Model Year,Mileage,CP Was Vehicle Towed?,SV Was Vehicle Towed?,Highest Injury Severity
In-Vehicle (Commercial / Test),Unknown,Unknown,Intersection,24.94924386991485,CA , , ,Y, , , ,Unknown,Unknown,"Other, see Narrative",Making Left Turn,0.5115646346742171,Unknown, ,Y,Y, , , , , ,Yes,Unknown,Not Applicable,"Unknown, see Narrative",No,Honda,2020.0909415140802,18698.008917615458,Unknown,Unknown,Moderate
Consumer,Unknown,Unknown,Intersection,24.89151464831529,CA , , , , , , ,Unknown,Unknown,"Other, see Narrative",NM Moving on Sidewalk,3.205146147759724,Unknown,Y, , , ,Y, , ,Y,Unknown,Unknown,No,"Unknown, see Narrative",No,Honda,2019.994631897144,18697.857173054137,No,No,Moderate
Consumer,Unknown,Unknown,Intersection,25.0172716660512,CA , , , ,Y, , ,Unknown,Unknown,Proceeding Straight,Making U-Turn,1.982594750251207,Unknown, , ,Y, ,Y, , , ,Unknown,Unknown,Not Applicable,ADAS,No,Honda,2019.9697865436353,18697.90877756749,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Intersection,24.803250375694674,CA , , , , , , ,Unknown,Work Zone,Making Left Turn,Making Left Turn,3.317099832129583,Unknown, , ,Y, ,Y, , , ,Unknown,Unknown,Unknown,"Unknown, see Narrative",No,Tesla,2019.8938351642669,18698.04475003933,Unknown,No,Moderate
Consumer,12:33,Unknown,Intersection,25.104872107382217,FL , ,Y, , , , ,Unknown,No Unusual Conditions,Making Right Turn,Unknown,3.602480077181996,SUV, ,Y, , ,Y, , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",Yes,Honda,2018.1793385356127,18697.929501334424,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Intersection,25.228917846985496,CA , ,Y, , , , ,Unknown,Unknown,Making Left Turn,Lane / Road Departure,3.4357010077680297,Unknown, , ,Y, ,Y, , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",No,GMC,2019.8873049570216,18697.918248093683,Unknown,No,Moderate
Consumer,Unknown,"Other, see Narrative",Intersection,24.960864690290467,CA , , , , , , ,Unknown,Unknown,Merging,Making U-Turn,3.8310005883145837,Van, , , , ,Y,Y, , ,Yes,Unknown,No,"Unknown, see Narrative",No,Cadillac,2020.504990593696,18698.047692033004,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Parking Lot,24.987323463102822,FL , , , ,Y, , ,Unknown,Unknown,Merging,Stopped,3.274294976038396,Heavy Truck, , , , , , , , ,Unknown,Unknown,Yes,ADAS,No,Ford,2017.681810319799,18697.97992277505,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Intersection,24.842130162321933,CA , ,Y, , , , ,Unknown,Traffic Incident,Making U-Turn,Merging,0.9747339349612849,Unknown,Y,Y, , , , , , ,Yes,Unknown,Unknown,"Unknown, see Narrative",No,Honda,2020.1785416011307,18698.11464761875,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Intersection,25.051855465065376,AR , , , , , , ,Unknown,Unknown,Merging,NM Crossing Roadway,1.494567770233094,Unknown, , , , , , , , ,Unknown,Unknown,Unknown,"Unknown, see Narrative",No,Honda,2019.146635475466,18698.067472869785,Unknown,Unknown,Moderate
Consumer,Unknown,Unknown,Intersection,24.783448152055104,NY ,Y, , , , , ,Unknown,Unknown,Making U-Turn,Merging,3.480696576565865,Pole / Tree, , , , , , , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",No,Honda,2019.0022390993017,18698.00124461061,Unknown,No,Moderate
Consumer,Unknown,Unknown,Intersection,25.089581506213747,TX , , ,Y, , , ,Dry,Unknown,Making Left Turn,Changing Lanes,3.61139571508561,Unknown, ,Y,Y, ,Y, , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",No,Honda,2019.9232778635833,18698.096491807002,Unknown,No,Moderate
Consumer,Unknown,Unknown,Intersection,25.146106247927378,AZ ,Y, , , , , ,Unknown,Unknown,Parking Maneuver,NM Moving on Sidewalk,0.5793004488986017,Passenger Car,Y,Y, , , , , , ,Unknown,Unknown,Not Applicable,"Unknown, see Narrative",No,Honda,2019.8340521032671,18697.859216611436,Unknown,Unknown,Moderate
Consumer,Unknown,Unknown,Highway / Freeway,25.025347555845105,CO , , ,Y, , , ,Unknown,Unknown,"Other, see Narrative",Traveling Wrong Way,0.6473308768836095,Pole / Tree, ,Y, ,Y, , , , ,Unknown,Unknown,Not Applicable,"Unknown, see Narrative",No,Ford,2016.8786159614615,18697.93111851255,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Intersection,25.07675898694534,CA , , , ,Y, , ,Dry,Unknown,Proceeding Straight,Passing,2.1074317406020127,Unknown,Y,Y, , ,Y,Y, , ,Unknown,Unknown,Not Applicable,"Unknown, see Narrative",No,EQS,2020.1805885406861,18698.04000000437,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Intersection,25.124259028368375,AZ , ,Y, , , , ,Unknown,Unknown,Stopped,Proceeding Straight,0.12373521423479497,Other Fixed Object,Y,Y, , , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Honda,2020.0401295759245,18697.934534727607,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Intersection,24.868771803041234,CA , ,Y, , , , ,Unknown,Unknown,Proceeding Straight,Proceeding Straight,-0.2947075034948393,Unknown,Y, , , , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Honda,2020.2812569031403,18697.917824707183,Unknown,Unknown,Moderate
Consumer,Unknown,Unknown,Street,24.91676329053001,AZ , , , , , , ,Unknown,Unknown,Stopped,Proceeding Straight,0.17585933751328814,Unknown, ,Y, ,Y, , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Honda,2019.7204513892589,18698.075143400176,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Parking Lot,24.974293499211534,CA , , , ,Y, , ,Unknown,No Unusual Conditions,"Other, see Narrative",Proceeding Straight,2.3326919586866888,Unknown,Y, , , , , , , ,Unknown,Unknown,Not Applicable,"Unknown, see Narrative",Yes,Honda,2018.5871149431177,18697.94304985038,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Intersection,24.843644550507925,NC ,Y, , , , , ,Unknown,Unknown,Stopped,Stopped,2.71739283542595,Pole / Tree,Y,Y, , , , , , ,Unknown,Unknown,Not Applicable,"Unknown, see Narrative",No,Honda,2018.279119957265,18698.24256422332,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Intersection,25.034171466025697,CA , ,Y, , , , ,Unknown,Unknown,Stopped,Proceeding Straight,0.12323528647161025,Unknown,Y,Y, , , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Honda,2020.2826557625795,18697.9189891828,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Intersection,24.947931846927595,AZ , ,Y, , , , ,Unknown,Unknown,Stopped,Unknown,0.18015188331777007,Unknown,Y,Y, , , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Honda,2019.184388353597,18697.836891021678,Unknown,Yes,Moderate
Consumer,Unknown,Daylight,Parking Lot,25.036597104167825,CA , , ,Y, , , ,Unknown,Unknown,Stopped,Traveling Wrong Way,-0.0570476369544588,Unknown, ,Y, , , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Honda,2019.3128236179016,18698.24035492107,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Highway / Freeway,24.966461474247378,CA , , , ,Y, , ,Unknown,Unknown,Parking Maneuver,"Other, see Narrative",2.2104500404784497,Unknown, , , , ,Y, , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Honda,2019.7027147047454,18698.088197115547,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Intersection,25.04280511822077,CA , , , ,Y, , ,Unknown,Unknown,Proceeding Straight,"Other, see Narrative",1.0898445823650018,Heavy Truck, , , , , , , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",No,Honda,2020.2358857516904,18698.027332861617,Unknown,No,Moderate
Consumer,Unknown,Unknown,Intersection,24.983864248462385,AZ , , , , , , ,Unknown,Unknown,Stopped,Traveling Wrong Way,0.07316274249628668,Unknown,Y,Y, , , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Honda,2019.898762084676,18698.226627385957,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Intersection,25.004881117221647,AZ , , , ,Y, , ,Unknown,Unknown,Stopped,Stopped,-0.105784946112182,Unknown, ,Y, , , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Honda,2019.5974742012716,18698.092673964056,Unknown,Yes,Moderate
Consumer,Unknown,"Other, see Narrative",Street,25.003842089153583,OH ,Y, , , , , ,Unknown,Unknown,Stopped,Proceeding Straight,3.572997381697489,Unknown,Y, , , , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Audi,2017.88744122138,18697.960871702824,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Unknown,24.847447150246477,OK ,Y, , , , , ,Unknown,Unknown,"Other, see Narrative",Changing Lanes,3.356819015690335,Pole / Tree, ,Y, , , , , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",No,Freightliner,2019.8529631153715,18697.862094741246,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Street,25.01623724042416,FL , , , , , , ,Unknown,Unknown,Stopped,Making Left Turn,3.4660430879342896,Unknown, , , , , , , , ,Yes,Unknown,Not Applicable,"Unknown, see Narrative",No,Chrysler,2020.0943533449176,18698.070185360553,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Unknown,25.074428205679,OK , , ,Y, , , ,Dry,Unknown,Making Left Turn,Making Right Turn,3.415776171098739,SUV, ,Y, , , , , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",No,Chrysler,2020.8440491900622,18697.911547363274,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Unknown,25.057208966727966,LA , , , ,Y, , ,Unknown,Unknown,Unknown,Changing Lanes,3.620883855787435,Unknown, , , , , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Acura,2020.1243147488592,18697.834704652232,Unknown,Yes,Moderate
In-Vehicle (Commercial / Test),Unknown,Unknown,Unknown,24.902050949130388,PA , , ,Y, , , ,Unknown,Unknown,Unknown,Changing Lanes,3.2261815555975772,Unknown, , , , , , , , ,Unknown,Unknown,No,ADAS,No,Ford,2019.9432404324712,18697.738278383495,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Street,25.026383359667577,PA , ,Y, , , , ,Dry,No Unusual Conditions,Unknown,Unknown,3.5174068711032644,Unknown, , , , ,Y, , , ,Unknown,No,No,"Unknown, see Narrative",No,BMW,2020.107297349163,18697.960920667487,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Unknown,24.99154936696237,PA , ,Y, , , , ,Unknown,Unknown,Proceeding Straight,Unknown,3.7272355747147654,Unknown, , ,Y, , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Acura,2019.9973513761663,18698.02381044204,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Intersection,25.012048645500858,OH ,Y, , , , , ,Unknown,Unknown,Proceeding Straight,Proceeding Straight,3.314267246187813,Unknown, ,Y, , ,Y, , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Honda,2019.872674276122,18698.172507332834,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Parking Lot,24.904536596753488,OK , ,Y, , , , ,Unknown,Unknown,Stopped,Traveling Wrong Way,3.5109509400155416,Unknown, , , , , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Acura,2020.1757065678235,18697.964253499755,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Intersection,24.907285104655088,CA , , , ,Y, , ,Unknown,Unknown,Parking Maneuver,Proceeding Straight,3.5963512514865927,Unknown, ,Y, , , , , , ,Unknown,No,Unknown,"Unknown, see Narrative",No,Acura,2019.9290081487723,18698.00596226935,Unknown,Yes,Moderate
Consumer,Unknown,Dawn / Dusk,Traffic Circle,24.87348235074807,PA ,Y, , , , , ,Unknown,Unknown,Proceeding Straight,NM Moving on Sidewalk,3.3834651555786377,Unknown, , , , , , , , ,Unknown,Unknown,No,ADS,No,Ford,2019.9209934627797,18698.00145450681,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Parking Lot,25.04517946929251,OK , , , , , , ,Unknown,Unknown,Stopped,NM Crossing Roadway,3.5917028919371394,Unknown, , , , , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Chrysler,2019.8888720435339,18698.461817749696,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Unknown,25.259390429540847,OK ,Y, , , , , ,Unknown,No Unusual Conditions,Parking Maneuver,Parked,3.6356205100585908,SUV, ,Y, , , , , ,Y,Unknown,Unknown,No,"Unknown, see Narrative",No,GMC,2021.0285940667736,18698.064763549828,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Street,24.650885865830688,NY , , , , , , ,Unknown,Unknown,Changing Lanes,Proceeding Straight,3.270275252347272,Unknown, ,Y, , , , , , ,Unknown,Unknown,Yes,ADS,No,Honda,2020.8516780745294,18697.902589564073,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Intersection,25.157717331172908,CA , , , , , , ,Unknown,Traffic Incident,Making Left Turn,Proceeding Straight,3.2382761736324936,Passenger Car, , , , , , , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",No,Peterbilt,2019.4280155323834,18697.93268936341,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Rural Road,24.902836672618783,OH , ,Y, , , , ,Unknown,Unknown,Proceeding Straight,Changing Lanes,3.620120162238241,Motorcycle, ,Y, , , , , , ,Unknown,Unknown,Unknown,"Unknown, see Narrative",No,Honda,2020.6130488929762,18697.934741856974,Unknown,Yes,Moderate
Consumer,Unknown,"Other, see Narrative",Intersection,24.958826914327684,NY ,Y, , , , , ,Unknown,Unknown,Stopped,Unknown,3.4771136595351195,Passenger Car, ,Y, , , , , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",No,FREIGHTLINER,2020.1836673799344,18697.869401252927,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Street,24.884543287831804,NY ,Y, , , , , ,Unknown,Unknown,Changing Lanes,Proceeding Straight,3.555940170143373,Passenger Car, ,Y, , ,Y, , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Peterbilt,2020.8835625942443,18697.88673889565,No,Yes,Moderate
Consumer,Unknown,Unknown,Street,25.16158705384125,NY ,Y, , , , , ,Unknown,Unknown,Changing Lanes,Proceeding Straight,3.4789418193343695,Passenger Car, ,Y, , , , , , ,Unknown,No,Yes,"Unknown, see Narrative",No,Honda,2020.9117086561582,18698.158724208497,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Rural Road,24.949661275979967,NY , , , , , , ,Unknown,Unknown,Changing Lanes,Proceeding Straight,3.485882534236852,Passenger Car, ,Y, , , , , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",No,Honda,2020.9940309812764,18698.09359846458,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Intersection,25.066583045365856,NY , , , ,Y, , ,Unknown,Unknown,Lane / Road Departure,Unknown,3.715354537021497,Heavy Truck, , , , , , , , ,Yes,Unknown,Unknown,"Unknown, see Narrative",No,Honda,2020.9439729849207,18697.870733942,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Rural Road,24.88144215475841,NY ,Y, , , , , ,Unknown,Unknown,Entering Traffic,Proceeding Straight,3.576332397804079,Non-Motorist: Cyclist, ,Y, , , , , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",No,Honda,2020.0023713461774,18697.96367705127,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Parking Lot,24.949967556644346,LA , , , , , , ,Unknown,Unknown,Stopped,Traveling Wrong Way,3.495062310175869,Passenger Car, ,Y, , , , , , ,Unknown,Unknown,Unknown,"Unknown, see Narrative",No,Honda,2021.0524957751297,18697.939660434557,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Parking Lot,25.03332653454483,CA , , , , , , ,Unknown,Unknown,Making U-Turn,Traveling Wrong Way,3.5436064554340874,Passenger Car,Y,Y, , , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Honda,2020.6527468441916,18697.96282425218,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Rural Road,25.004507777316643,NY , ,Y, , , , ,Dry,Unknown,Merging,Traveling Wrong Way,3.236812257868029,Pickup Truck, ,Y, , , , , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",No,Honda,2020.8615495862953,18697.921456488926,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Rural Road,24.98056627907278,NV , ,Y, , , , ,Unknown,No Unusual Conditions,Parking Maneuver,Proceeding Straight,3.5622098834477254,SUV, , , , , , , , ,Yes,Unknown,Yes,"Unknown, see Narrative",No,Honda,2021.0676168550708,18697.71649831879,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Street,24.84934977426305,NY , ,Y, , , , ,Unknown,Unknown,Changing Lanes,Stopped,3.659128842540844,Passenger Car, ,Y, , , , , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",No,Honda,2021.2332447546976,18697.92790191228,Unknown,Yes,Moderate
In-Vehicle (Commercial / Test),10:53,Dark - Unknown Lighting,Parking Lot,50.35113404205223,ID ,Y, , , , , ,Dry,No Unusual Conditions,Stopped,Entering Traffic,35.17990451444674,Passenger Car, , , , , , , , ,Yes,Unknown,No,ADS,Yes,Subaru,2020.9371469294629,57901.58858858436,Unknown,Yes,Moderate
In-Vehicle (Commercial / Test),15:11,Daylight,Highway / Freeway,65.18109502996091,TX ,Y, , , , , ,Dry,No Unusual Conditions,Proceeding Straight,Changing Lanes,62.012030012225544,Heavy Truck, , , , ,Y, , , ,Yes,No,No,ADS,Yes,Peterbilt,2021.9206683173559,58117.0136635857,No,Yes,Moderate
In-Vehicle (Commercial / Test),17:41,Daylight,Highway / Freeway,64.9272684225794,TX ,Y, , , , , ,Dry,Unknown,Proceeding Straight,"Other, see Narrative",67.32161219842995,Non-Motorist: Cyclist, , , , ,Y, , , ,Unknown,No,No,ADAS,Yes,Peterbilt,2021.0926625376317,54417.93507458694,Unknown,Yes,Moderate
In-Vehicle (Commercial / Test),15:11,Daylight,Highway / Freeway,65.12223410325666,TX , , , ,Y, , ,"Other, see Narrative",No Unusual Conditions,Making Left Turn,Changing Lanes,61.953350653273006,Heavy Truck, , , , ,Y, , , ,Yes,No,No,ADS,Yes,Peterbilt,2021.8163962349633,58117.106257527856,Unknown,Yes,Moderate
In-Vehicle (Commercial / Test),15:11,Daylight,Highway / Freeway,64.90807628087919,TX ,Y, , , , , ,Unknown,No Unusual Conditions,Proceeding Straight,Changing Lanes,61.96396088953469,Heavy Truck, , , , , , , , ,Yes,No,No,ADS,Yes,Peterbilt,2021.9304320550561,58117.20701363275,Unknown,Unknown,Moderate
In-Vehicle (Commercial / Test),14:28,Dark - Unknown Lighting,Rural Road,57.20676535192668,NV , , , ,Y, , ,Dry,No Unusual Conditions,Proceeding Straight,Making U-Turn,38.88067554065845,Passenger Car,Y, , , ,Y, , , ,Yes,Not Applicable,No,ADAS,Yes,Tesla,2020.7596539314939,57447.51006022391,Not Applicable,Yes,Moderate
Consumer,Unknown,Daylight,Highway / Freeway,64.94653511504595,TX ,Y, , , , , ,"Other, see Narrative",No Unusual Conditions,Proceeding Straight,Changing Lanes,62.15066281371028,Passenger Car, , , , ,Y, , , ,Yes,No,No,ADS,Yes,Peterbilt,2021.9559085065018,58117.09664284135,No,Yes,Moderate
Consumer,12:23,Dark - Unknown Lighting,Highway / Freeway,45.77558387867444,OH ,Y, , , , , ,Unknown,Unknown,Proceeding Straight,NM Crossing Roadway,30.365819168472513,Unknown, , , , , , , , ,Yes,No,No,ADS,Yes,Subaru,2021.4797206389817,57899.92725241854,Not Applicable,Yes,Moderate
In-Vehicle (Commercial / Test),15:11,Daylight,Highway / Freeway,64.95058237629372,TN ,Y, , , , , ,Dry,No Unusual Conditions,Proceeding Straight,Changing Lanes,62.07946472399055,Unknown, , , , ,Y, , , ,Yes,No,No,ADS,No,Peterbilt,2021.7520030631686,58116.90016192827,No,Yes,Moderate
Consumer,13:15,Dark - Not Lighted,Parking Lot,56.88627432277467,IL ,Y, , , , , ,Dry,No Unusual Conditions,Proceeding Straight,Stopped,49.774141993864056,Non-Motorist: Pedestrian,Y, , , ,Y, , , ,Yes,Not Applicable,No,ADAS,Yes,Tesla,2021.1871831918577,56658.711041777184,Unknown,Yes,Moderate
In-Vehicle (Commercial / Test),15:10,Daylight,Highway / Freeway,64.94255087835012,TX ,Y, , , , , ,Dry,No Unusual Conditions,Proceeding Straight,Changing Lanes,62.1304065825902,Heavy Truck, ,Y, , ,Y, , , ,Yes,No,No,ADS,Yes,Peterbilt,2022.0311709128969,58117.00646092613,No,Yes,Moderate
Consumer,15:11,Daylight,Highway / Freeway,64.83638321153647,TX ,Y, , , , , ,Dry,No Unusual Conditions,Proceeding Straight,"Other, see Narrative",61.98401554908342,Unknown, , , , ,Y, , , ,Unknown,No,No,ADS,Yes,Peterbilt,2022.0474966641143,58117.237828836944,No,Yes,Moderate
In-Vehicle (Commercial / Test),15:11,Daylight,Highway / Freeway,64.97866082204825,CA ,Y, , , , , ,Dry,No Unusual Conditions,Proceeding Straight,Changing Lanes,62.076556685529425,Heavy Truck, , , , ,Y, , , ,Unknown,No,No,ADS,Yes,Peterbilt,2021.8476335235393,58117.08787296991,No,Yes,Moderate
In-Vehicle (Commercial / Test),16:58,Daylight,Highway / Freeway,64.87942574371341,LA , ,Y, , , , ,"Other, see Narrative",No Unusual Conditions,Proceeding Straight,Crossing into Opposing Lane,67.49397661635868,Van,Y, , , ,Y, ,Y, ,Unknown,No,Yes,ADAS,No,Tesla,2020.84980942823,48269.39893309612,No,Yes,Moderate
Consumer,12:33,Dawn / Dusk,Intersection,24.808736938370043,FL , , , ,Y, , ,Dry,No Unusual Conditions,Proceeding Straight,Traveling Wrong Way,35.010584694180274,Heavy Truck,Y,Y, ,Y, ,Y, ,Y,Yes,No,Yes,"Unknown, see Narrative",No,Ford,2019.9750678341534,18697.987288749366,No,Yes,Moderate
Consumer,12:33,Unknown,Intersection,24.986831210701336,FL , , , ,Y, , ,Dry,No Unusual Conditions,Proceeding Straight,Stopped,34.981336032188636,Heavy Truck,Y, , ,Y, ,Y, , ,Yes,No,No,ADAS,No,Honda,2019.7985687330504,18698.01883704669,No,Yes,Moderate
Consumer,2:44,Unknown,Parking Lot,25.08231477930452,AZ , , , ,Y, , ,Dry,Traffic Incident,Stopped,Making Left Turn,3.9005832617363083,Unknown,Y, , ,Y, ,Y, ,Y,Yes,Not Applicable,Yes,ADS,No,Ford,2020.659115472042,18698.06772187172,Not Applicable,Yes,Moderate
Consumer,16:23,Dawn / Dusk,Intersection,24.774994042046128,FL , , , ,Y, , ,"Other, see Narrative",No Unusual Conditions,Proceeding Straight,Stopped,7.288515251662334,Pole / Tree, , , , , , , ,Y,Yes,Not Applicable,Yes,"Unknown, see Narrative",No,Honda,2019.9535136053546,18697.901985681823,Unknown,Yes,Moderate
Consumer,Unknown,Dawn / Dusk,Intersection,25.048663595624106,FL ,Y, , , , , ,Unknown,No Unusual Conditions,Proceeding Straight,Stopped,34.90633231365861,Heavy Truck,Y, , ,Y, ,Y, ,Y,Yes,No,Yes,ADAS,No,Ford,2020.0542786031824,18698.130985693722,Unknown,Yes,Moderate
Consumer,12:33,Dawn / Dusk,Intersection,24.92952070620189,FL , , , ,Y, , ,Dry,No Unusual Conditions,Proceeding Straight,Stopped,34.97278045381103,Heavy Truck,Y, , ,Y, ,Y, , ,Yes,No,Yes,ADAS,No,Ford,2019.8730263370358,18698.003342632626,No,Unknown,Moderate
Consumer,8:14,Dawn / Dusk,Highway / Freeway,25.210837362991175,LA , ,Y, , , , ,Dry,No Unusual Conditions,Proceeding Straight,Stopped,46.5647511859638,Passenger Car, , , , , ,Y, ,Y,Yes,Not Applicable,Yes,ADS,No,Freightliner,2018.5014932478205,18697.868980138854,Not Applicable,Unknown,Moderate
Consumer,10:43,Daylight,Parking Lot,25.080301990004937,DE , , , ,Y, , ,Snow / Slush / Ice,Unknown,Proceeding Straight,Traveling Wrong Way,29.3404213935205,Pole / Tree, , , , , , , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",No,Cruise,2019.852617949438,18698.027202055007,Not Applicable,Yes,Moderate
Consumer,14:00,"Other, see Narrative",Rural Road,24.777841382109408,FL , , , ,Y, , ,"Other, see Narrative",Traffic Incident,Proceeding Straight,Traveling Wrong Way,19.7185233536838,Passenger Car, , , ,Y, ,Y, ,Y,Unknown,Not Applicable,Yes,ADS,No,Chevrolet,2020.5634102089411,18698.04878492641,Not Applicable,Yes,Moderate
Consumer,23:13,"Other, see Narrative",Intersection,25.120341276980543,CA , , , ,Y, , ,Dry,Unknown,Proceeding Straight,Stopped,40.935653941122936,"Other, see Narrative",Y, , ,Y,Y,Y, , ,Yes,Unknown,No,ADS,No,GMC,2019.2511300034275,18698.021423239923,No,No,Moderate
Consumer,Unknown,"Other, see Narrative",Intersection,24.675461482805083,FL , , , ,Y, , ,Snow / Slush / Ice,"Other, see Narrative",Parking Maneuver,Traveling Wrong Way,33.36883429823292,"Other, see Narrative", , , , , ,Y, , ,Yes,No,Yes,ADS,No,GMC,2017.6968841048115,18698.095385653283,Not Applicable,Yes,Moderate
Consumer,21:10,Unknown,Intersection,24.957270221537815,MO , , , ,Y, , ,"Other, see Narrative",Traffic Incident,Proceeding Straight,Stopped,37.13697430105795,Non-Motorist: Cyclist, , , ,Y, , , ,Y,Unknown,No,Yes,ADS,No,Honda,2017.1784212821212,18698.13259556301,Unknown,Yes,Moderate
Consumer,11:07,Daylight,Street,24.838162274209274,DC , , , ,Y, , ,Snow / Slush / Ice,Unknown,Proceeding Straight,Traveling Wrong Way,13.277680706598977,Heavy Truck, ,Y, ,Y, , , , ,Yes,Unknown,Unknown,"Unknown, see Narrative",Yes,BMW,2018.476009575479,18698.10616036063,Not Applicable,Yes,Moderate
Consumer,12:33,Dawn / Dusk,Intersection,24.975391996458384,FL , , , ,Y, , ,Unknown,No Unusual Conditions,Proceeding Straight,Stopped,35.06779118124334,Heavy Truck, , , , , ,Y, , ,Yes,Unknown,Yes,ADAS,No,Ford,2020.0582960656006,18698.046676148893,No,Yes,Moderate
Consumer,Unknown,Daylight,Highway / Freeway,25.10035059961771,OH ,Y, , , , , ,Dry,Unknown,Parking Maneuver,Unknown,3.4503378080307563,Non-Motorist: Pedestrian, , , , , , , , ,Unknown,Unknown,No,"Unknown, see Narrative",No,Peterbilt,2020.1127976941902,18697.906615386626,Unknown,Yes,Moderate
Consumer,Unknown,Unknown,Rural Road,25.111478204578795,NY , , , , , , ,Unknown,Unknown,Making U-Turn,Proceeding Straight,3.4513037018694854,Pole / Tree, ,Y,Y, , , , , ,Unknown,Unknown,Yes,"Unknown, see Narrative",No,Tesla,2020.2650412535972,18698.19519208492,No,Yes,Moderate
